,companyName,companyNumber,status,link
11,AAA NUTRITION LTD,11956425,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11956425
12,A A ANYAMELE & SONS LIMITED,9991742,Active,https://find-and-update.company-information.service.gov.uk/company/09991742
13,AAA OFFSHORE LTD,7730861,Active,https://find-and-update.company-information.service.gov.uk/company/07730861
14,AAA OFFSHORE LOGISTICS LTD,NI625279,Dissolved,https://find-and-update.company-information.service.gov.uk/company/NI625279
15,AAA OILFIELD TRAINING LTD,SC482557,Dissolved,https://find-and-update.company-information.service.gov.uk/company/SC482557
16,AAA OLD OAKMEADIANS DEVELOPMENTS LTD,13972844,Active,https://find-and-update.company-information.service.gov.uk/company/13972844
17,AAA1 LTD.,7945174,Dissolved,https://find-and-update.company-information.service.gov.uk/company/07945174
18,AAA 1 LIMITED,13996078,Active,https://find-and-update.company-information.service.gov.uk/company/13996078
19,AAA1AAA LTD,SC572321,Dissolved,https://find-and-update.company-information.service.gov.uk/company/SC572321
20,AAA1 GUEST HOUSE LIMITED,12888910,Active,https://find-and-update.company-information.service.gov.uk/company/12888910
21,AAA ONE INVESTMENT LIMITED,13779151,Active,https://find-and-update.company-information.service.gov.uk/company/13779151
22,AAA11 HEALTH CARE RECRUITMENT LIMITED,11368393,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11368393
23,AAA1 TRAINING LTD,8338057,Active,https://find-and-update.company-information.service.gov.uk/company/08338057
24,AAA 12 LTD,11056515,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11056515
25,AAA123 LIMITED,12853422,Dissolved,https://find-and-update.company-information.service.gov.uk/company/12853422
26,AAA123 PROPERTIES LTD,13733758,Active,https://find-and-update.company-information.service.gov.uk/company/13733758
27,AAA ONLINE TRADING LTD,13257718,Active,https://find-and-update.company-information.service.gov.uk/company/13257718
28,AAA ON MAGIC TOUCH LTD,7806719,Dissolved,https://find-and-update.company-information.service.gov.uk/company/07806719
29,AAA OPTIMUM HEALTHCARE LTD,11626511,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11626511
30,AAA ORGANIZATION LTD,13656219,Active,https://find-and-update.company-information.service.gov.uk/company/13656219
31,AAA ORIENTAL LIMITED,11076935,Active,https://find-and-update.company-information.service.gov.uk/company/11076935
32,AAAO UK LTD,8518266,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08518266
33,AAA OVEN CLEANING LIMITED,8388155,Active,https://find-and-update.company-information.service.gov.uk/company/08388155
34,AAA OXE LEASE LTD,13509527,Active,https://find-and-update.company-information.service.gov.uk/company/13509527
35,AAA OXFORD SHORT LETS LTD,10839461,Active,https://find-and-update.company-information.service.gov.uk/company/10839461
36,AAA OX WYE LTD,13069744,Active,https://find-and-update.company-information.service.gov.uk/company/13069744
37,AAA PARCELS LTD,9168515,Active,https://find-and-update.company-information.service.gov.uk/company/09168515
38,AAA PARKINGS LTD,8012674,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08012674
39,AAA PARKING SOLUTIONS LTD,8073705,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08073705
0,AA APARTMENTS LIMITED,11450383,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11450383
1,AA APARTMENT SERVICES LIMITED,13912581,Active,https://find-and-update.company-information.service.gov.uk/company/13912581
2,AAA PARTNERONE LTD,11389612,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11389612
3,AAA PARTNERS LTD,10681911,Active,https://find-and-update.company-information.service.gov.uk/company/10681911
4,AAA PARTNERSHIP LIMITED,6247595,Dissolved,https://find-and-update.company-information.service.gov.uk/company/06247595
5,AAA PARTWORN TYRES LIMITED,12961531,Active,https://find-and-update.company-information.service.gov.uk/company/12961531
6,AAA PASSIVE LIMITED,NI627260,Dissolved,https://find-and-update.company-information.service.gov.uk/company/NI627260
7,A A A PAVING LIMITED,8056052,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08056052
8,AAA PCH LTD,11100763,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11100763
9,AAA PC REPAIRS & SECURITY LIMITED,7431275,Dissolved,https://find-and-update.company-information.service.gov.uk/company/07431275
10,AAA PERFORMANCE LTD,13336120,Active,https://find-and-update.company-information.service.gov.uk/company/13336120
11,AAA PERSONAL ASSISTANTS LTD,7425205,Dissolved,https://find-and-update.company-information.service.gov.uk/company/07425205
12,AAA PERSONALISED GIFTS LTD,11787000,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11787000
13,AAA PEST CONTROL SERVICES LIMITED,9256158,Active,https://find-and-update.company-information.service.gov.uk/company/09256158
14,AAA PETCARE LIMITED,9871903,Active,https://find-and-update.company-information.service.gov.uk/company/09871903
15,AAA PETROLEUM LIMITED,11615136,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11615136
16,AAA PETROLEUM GROUP LIMITED,11744731,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11744731
17,AAA PETROLEUM TRADING LTD,SC592801,Active,https://find-and-update.company-information.service.gov.uk/company/SC592801
18,AA APHA LTD,10591260,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10591260
19,AAA PHARM LTD,13940023,Active,https://find-and-update.company-information.service.gov.uk/company/13940023
20,AAA PHARMA LIMITED,12151022,Active,https://find-and-update.company-information.service.gov.uk/company/12151022
21,AAA PHARMACEUTICALS LIMITED,8164850,Active,https://find-and-update.company-information.service.gov.uk/company/08164850
22,AAA PHARMA SERVICES LTD,13571056,Active,https://find-and-update.company-information.service.gov.uk/company/13571056
23,AAA PHOTOGRAPHY LIMITED,9280967,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09280967
24,AAAPHOTOS LIMITED,8085211,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08085211
25,AAA PIZZA LTD,13517027,Dissolved,https://find-and-update.company-information.service.gov.uk/company/13517027
26,AAA PLANT LIMITED,8742793,Active,https://find-and-update.company-information.service.gov.uk/company/08742793
27,AAA PLANT HIRE LTD,11547312,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11547312
28,AAA PLASTERING LIMITED,11530202,Active,https://find-and-update.company-information.service.gov.uk/company/11530202
29,AAAPLASTERINGANDBUILDINGSERVICES LTD,12420744,Dissolved,https://find-and-update.company-information.service.gov.uk/company/12420744
30,AAA PLATINUM LIMITED,10886459,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10886459
31,AAA PLATINUM LIMITED,14043929,Active,https://find-and-update.company-information.service.gov.uk/company/14043929
32,AAA PLUMBING LIMITED,7075110,Dissolved,https://find-and-update.company-information.service.gov.uk/company/07075110
33,AAA PLUMBING & HEATING LIMITED,5194896,Active,https://find-and-update.company-information.service.gov.uk/company/05194896
34,"AAA PLUMBING, HEATING AND AIR-CONDITIONING LIMITED",11324612,Active,https://find-and-update.company-information.service.gov.uk/company/11324612
35,AAA PLUMBING WORKS LIMITED,7431443,Active,https://find-and-update.company-information.service.gov.uk/company/07431443
36,A A A PLUS LIMITED,11949600,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11949600
37,AAAPMSPMS LTD,13680056,Active,https://find-and-update.company-information.service.gov.uk/company/13680056
38,AAA POLY UK LIMITED,8843287,Active,https://find-and-update.company-information.service.gov.uk/company/08843287
39,AAA PORTFOLIO LIMITED,11561733,Active,https://find-and-update.company-information.service.gov.uk/company/11561733
0,AA APPLIANCES LTD,13553480,Active,https://find-and-update.company-information.service.gov.uk/company/13553480
1,A A APPLIANCE SERVICE LIMITED,5773663,Active,https://find-and-update.company-information.service.gov.uk/company/05773663
2,AA APPOINTMENTS LIMITED,1750578,Dissolved,https://find-and-update.company-information.service.gov.uk/company/01750578
3,AAAPPP LTD,12392128,Active,https://find-and-update.company-information.service.gov.uk/company/12392128
4,AAA PRECISION LIMITED,6800880,Active,https://find-and-update.company-information.service.gov.uk/company/06800880
5,AAA PREMIER GROUP LTD,10838512,Active,https://find-and-update.company-information.service.gov.uk/company/10838512
6,AAA PREMIER INVESTMENTS LTD,11436631,Active,https://find-and-update.company-information.service.gov.uk/company/11436631
7,AAA PREMIER MANAGEMENT LTD,10849764,Active,https://find-and-update.company-information.service.gov.uk/company/10849764
8,AAA PRESTIGE LIMITED,12961487,Active,https://find-and-update.company-information.service.gov.uk/company/12961487
9,AAA PRIME SOURCE UK LIMITED,8056442,Active,https://find-and-update.company-information.service.gov.uk/company/08056442
10,AAA PRISTINE CLEANING LTD,NI674540,Active,https://find-and-update.company-information.service.gov.uk/company/NI674540
11,AAA PRIVATE LTD,7234080,Dissolved,https://find-and-update.company-information.service.gov.uk/company/07234080
12,AAA PRIVATE LIMITED,12723813,Active,https://find-and-update.company-information.service.gov.uk/company/12723813
13,AAA PRIVATE HIRE SHEPSHED LIMITED,6710215,Active,https://find-and-update.company-information.service.gov.uk/company/06710215
14,AAA PROCESS CONSULTANTS LIMITED,6183593,Dissolved,https://find-and-update.company-information.service.gov.uk/company/06183593
15,AAA PRODUCTION AND EVENTS MANAGEMENT SERVICES LTD,11199651,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11199651
16,AAA PRODUCTIONS LTD,9220090,Active,https://find-and-update.company-information.service.gov.uk/company/09220090
17,AAA PRODUCTS LIMITED,9205642,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09205642
18,AAA PRODUCTS LIMITED,11247395,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11247395
19,AAA PROFESSIONAL BUILDERS LIMITED,10365172,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10365172
20,AAA PROJECTS LTD,8225597,Active,https://find-and-update.company-information.service.gov.uk/company/08225597
21,AAA PROMOTIONS LTD,13128822,Active,https://find-and-update.company-information.service.gov.uk/company/13128822
22,AAA PROP LIMITED,8489357,Active,https://find-and-update.company-information.service.gov.uk/company/08489357
23,AAA PROPERTIES LIMITED,8804681,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08804681
24,AAA PROPERTIES ABERDEEN LTD,SC663049,Active,https://find-and-update.company-information.service.gov.uk/company/SC663049
25,AAA PROPERTIES GLASGOW LTD,SC610526,Dissolved,https://find-and-update.company-information.service.gov.uk/company/SC610526
26,AAA PROPERTIES GROUP LTD,12703548,Active,https://find-and-update.company-information.service.gov.uk/company/12703548
27,AAA PROPERTIES (LEEDS) LTD,13549802,Active,https://find-and-update.company-information.service.gov.uk/company/13549802
28,AAA PROPERTIES MANAGEMENT LIMITED,11632955,Active,https://find-and-update.company-information.service.gov.uk/company/11632955
29,AAA PROPERTIES MANCHESTER LTD,8512332,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08512332
30,AAA PROPERTIES (MCR) LTD,13128924,Active,https://find-and-update.company-information.service.gov.uk/company/13128924
31,AAA PROPERTIES NORTH WEST LIMITED,10413584,Active,https://find-and-update.company-information.service.gov.uk/company/10413584
32,AAA PROPERTIES (SC) LIMITED,SC601504,Active,https://find-and-update.company-information.service.gov.uk/company/SC601504
33,AAA PROPERTIES SCOTLAND LTD,SC643528,Active,https://find-and-update.company-information.service.gov.uk/company/SC643528
34,AAA PROPERTIES (UK) LTD,7569718,Active,https://find-and-update.company-information.service.gov.uk/company/07569718
35,AAA PROPERTIES (YORKSHIRE) LTD,6859220,Active,https://find-and-update.company-information.service.gov.uk/company/06859220
36,AAA PROPERTY LTD,7319203,Dissolved,https://find-and-update.company-information.service.gov.uk/company/07319203
37,AAA PROPERTY LTD,9889168,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09889168
38,AAA PROPERTY LIMITED,12339715,Active,https://find-and-update.company-information.service.gov.uk/company/12339715
39,AAA PROPERTY & CONSTRUCTION SERVICES LTD,13886203,Active,https://find-and-update.company-information.service.gov.uk/company/13886203
0,AAA PROPERTY DESIGN 2 BUILD LIMITED,8392544,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08392544
1,AAA PROPERTY DESIGN 2 BUILD LTD,12089143,Active,https://find-and-update.company-information.service.gov.uk/company/12089143
2,AAA PROPERTY DEVELOPMENT LIMITED,13842032,Active,https://find-and-update.company-information.service.gov.uk/company/13842032
3,AAA PROPERTY DEVELOPMENTS LIMITED,8613779,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08613779
4,AAA PROPERTY DEVELOPMENTS LIMITED,11867861,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11867861
5,AAA PROPERTY GROUP LIMITED,12339680,Active,https://find-and-update.company-information.service.gov.uk/company/12339680
6,AAA PROPERTY HOLDING LTD,11683002,Active,https://find-and-update.company-information.service.gov.uk/company/11683002
7,AAA PROPERTY HUB LLP,OC412450,Dissolved,https://find-and-update.company-information.service.gov.uk/company/OC412450
8,AAA PROPERTY INC LTD,13101986,Active,https://find-and-update.company-information.service.gov.uk/company/13101986
9,AAA PROPERTY INVESTMENTS LIMITED,9641015,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09641015
10,AAA PROPERTY INVESTMENTS LIMITED,12289226,Active,https://find-and-update.company-information.service.gov.uk/company/12289226
11,AAA PROPERTY INVESTORS LTD,13355380,Active,https://find-and-update.company-information.service.gov.uk/company/13355380
12,AAA PROPERTY (LEEDS 44) LTD,13725806,Active,https://find-and-update.company-information.service.gov.uk/company/13725806
13,AAA PROPERTY MAINTENANCE LIMITED,9292624,Active,https://find-and-update.company-information.service.gov.uk/company/09292624
14,AAA PROPERTY MANAGEMENT LIMITED,9807617,Active,https://find-and-update.company-information.service.gov.uk/company/09807617
15,AAA PROPERTY MANAGEMENT SERVICES LTD,10820560,Active,https://find-and-update.company-information.service.gov.uk/company/10820560
16,AAA PROPERTY (NORTH EAST) LIMITED,6388702,Active,https://find-and-update.company-information.service.gov.uk/company/06388702
17,AAA PROPERTY SERVICES LIMITED,11037314,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11037314
18,AAA PROPERTY SERVICES LTD,12234873,Active,https://find-and-update.company-information.service.gov.uk/company/12234873
19,AAA PROPERTY SOLUTIONS LTD,11389305,Active,https://find-and-update.company-information.service.gov.uk/company/11389305
20,AAA PROPERTY TRADING LTD,13616684,Active,https://find-and-update.company-information.service.gov.uk/company/13616684
21,AAAPROPRETY LIMITED,11013246,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11013246
22,AAAPS LIMITED,8540783,Active,https://find-and-update.company-information.service.gov.uk/company/08540783
23,AAA PURSUIT OF HAPPINESS LTD,10727681,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10727681
24,AAA PVT LTD.,9173033,Active,https://find-and-update.company-information.service.gov.uk/company/09173033
25,AAAQ LTD,10720698,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10720698
26,AAAQ ADMINISTRATIVE SOLUTIONS LIMITED,10297151,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10297151
27,AAA QADRI INVESTMENTS LTD,12774522,Active,https://find-and-update.company-information.service.gov.uk/company/12774522
28,AAA QUALITY SERVICES LTD,12111111,Active,https://find-and-update.company-information.service.gov.uk/company/12111111
29,AAAQUALITYSUPPLIES T/A COINSAREUS.CO.UK LIMITED,12890679,Active,https://find-and-update.company-information.service.gov.uk/company/12890679
30,AAA QUOTE SOLUTION UK LTD,12648597,Active,https://find-and-update.company-information.service.gov.uk/company/12648597
31,AAAR LIMITED,8541895,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08541895
32,AAAR LTD,9895789,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09895789
33,AAARABISK LTD,13678657,Active,https://find-and-update.company-information.service.gov.uk/company/13678657
34,AAA RACING LTD,11965249,Active,https://find-and-update.company-information.service.gov.uk/company/11965249
35,A AARAN LTD,3443600,Active,https://find-and-update.company-information.service.gov.uk/company/03443600
36,A.A.ARANAS LTD,11647289,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11647289
37,AAA RATED LIMITED,6729369,Active,https://find-and-update.company-information.service.gov.uk/company/06729369
38,AAARAZE TRADING LTD,13983921,Active,https://find-and-update.company-information.service.gov.uk/company/13983921
39,AAARB LIMITED,9226590,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09226590
0,A. A. ARBITRAGE LTD,13299838,Active,https://find-and-update.company-information.service.gov.uk/company/13299838
1,A A ARBORISTS LIMITED,6369073,Liquidation,https://find-and-update.company-information.service.gov.uk/company/06369073
2,AA ARBORISTS (SW) LTD,7049315,Dissolved,https://find-and-update.company-information.service.gov.uk/company/07049315
3,AAAR BUILDERS LTD,13470788,Active,https://find-and-update.company-information.service.gov.uk/company/13470788
4,AAARC LIMITED,7172531,Active,https://find-and-update.company-information.service.gov.uk/company/07172531
5,AAARCH LIMITED,13858614,Active,https://find-and-update.company-information.service.gov.uk/company/13858614
6,AAARCH-DC-INC. LTD,12347119,Active,https://find-and-update.company-information.service.gov.uk/company/12347119
7,AA ARCHER LTD,14049574,Active,https://find-and-update.company-information.service.gov.uk/company/14049574
8,AA ARCHITECTURAL JOINERY LTD,9017763,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09017763
9,AA ARCHITECTURAL RECLAIM LTD,7976484,Active,https://find-and-update.company-information.service.gov.uk/company/07976484
10,AA ARCHITECTURE LTD,6917822,Active,https://find-and-update.company-information.service.gov.uk/company/06917822
11,AA - ARCHIVE ANGEL LIMITED,10063852,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10063852
12,AA ARDEN LIMITED,8203346,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08203346
13,AA ARDEN SOLICITORS LIMITED,8206543,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08206543
14,AAARD4 LTD,13552659,Active,https://find-and-update.company-information.service.gov.uk/company/13552659
15,AAA READYMIX CONCRETE LTD,11080984,Active,https://find-and-update.company-information.service.gov.uk/company/11080984
16,AAA REAL ESTATE LTD,9426932,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09426932
17,AAA REAL ESTATE LTD,12960086,Active,https://find-and-update.company-information.service.gov.uk/company/12960086
18,AAA REAL ESTATE INVESTMENTS LTD,11700890,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11700890
19,AAA REAL ESTATE SERVICES LIMITED,NI650835,Active,https://find-and-update.company-information.service.gov.uk/company/NI650835
20,AAA REALTY LTD,9912993,Active,https://find-and-update.company-information.service.gov.uk/company/09912993
21,AAA RECOVERY LTD,SC463567,Dissolved,https://find-and-update.company-information.service.gov.uk/company/SC463567
22,AAA RECOVERY AND LOGISTICS LTD,13913561,Active,https://find-and-update.company-information.service.gov.uk/company/13913561
23,A A A RECOVERY & TRANSPORT LIMITED,SC373854,Dissolved,https://find-and-update.company-information.service.gov.uk/company/SC373854
24,AAA RECRUITMENT LIMITED,11115914,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11115914
25,AAA RECRUITMENT SOLUTIONS LIMITED,10162694,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10162694
26,AAA RED HOUSE LTD,11114987,Active,https://find-and-update.company-information.service.gov.uk/company/11114987
27,A.A.A REFIT MANAGEMENT LIMITED,11713140,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11713140
28,AAA REFIT MGMT LTD,13830941,Active,https://find-and-update.company-information.service.gov.uk/company/13830941
29,AAA RE GROUP LTD,12998330,Active,https://find-and-update.company-information.service.gov.uk/company/12998330
30,AAA REMOVALS LIMITED,6717750,Active,https://find-and-update.company-information.service.gov.uk/company/06717750
31,AAA REMOVAL SERVICES LTD,11599753,Active,https://find-and-update.company-information.service.gov.uk/company/11599753
32,AAA RENOVATION LTD,11837196,Active,https://find-and-update.company-information.service.gov.uk/company/11837196
33,AAA RENOVERING OG SALG LIMITED,7291203,Dissolved,https://find-and-update.company-information.service.gov.uk/company/07291203
34,AAA RENTALS LTD,9323965,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09323965
35,AAA RENTALS LTD,12629742,Active,https://find-and-update.company-information.service.gov.uk/company/12629742
36,AAA REPAIR CENTRE LIMITED,9115977,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09115977
37,AAA REPUTATION MANAGEMENT LIMITED,9388487,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09388487
38,AAA RESPONSE LTD,12870640,Active,https://find-and-update.company-information.service.gov.uk/company/12870640
39,AAA (RESTAURANT) LIMITED,9878009,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09878009
0,AAA RESTAURANTS LTD,11564811,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11564811
1,AAA RETAIL LTD,SC613330,Active,https://find-and-update.company-information.service.gov.uk/company/SC613330
2,AAARETAILERS LTD,13394585,Active,https://find-and-update.company-information.service.gov.uk/company/13394585
3,AAA RETAIL SERVICES LTD,12151225,Active,https://find-and-update.company-information.service.gov.uk/company/12151225
4,AAA RETAIL SOLUTIONS LIMITED,9607595,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09607595
5,AAARGB! LTD,7804872,Active,https://find-and-update.company-information.service.gov.uk/company/07804872
6,AAAR INTERNATIONAL LTD,10517344,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10517344
7,AAA RISK CONSULTANCY LTD,9122357,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09122357
8,AAA RISK CONSULTANTS LTD,10387502,Active,https://find-and-update.company-information.service.gov.uk/company/10387502
9,AAA RISK MANAGEMENT LIMITED,5295125,Dissolved,https://find-and-update.company-information.service.gov.uk/company/05295125
10,AAARISTO ASSETS LTD,10977367,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10977367
11,A.A.ARISTODEMOU LIMITED,10240150,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10240150
12,AAARISTO GLOBAL TRADING LTD,12831614,Active,https://find-and-update.company-information.service.gov.uk/company/12831614
13,AAARISTO GROUP LTD,9815870,Active,https://find-and-update.company-information.service.gov.uk/company/09815870
14,AAARISTO REAL ESTATE LTD,10480146,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10480146
15,AAARK LTD,13390233,Active,https://find-and-update.company-information.service.gov.uk/company/13390233
16,AAARK SERVICES LTD,8707715,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08707715
17,AAARNES ZHITIJA LIMITED,10375670,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10375670
18,A.A. ARNOLD (ELECTRICAL CONTRACTORS) LIMITED,2120699,Active,https://find-and-update.company-information.service.gov.uk/company/02120699
19,AAA ROOFERS LIMITED,13457074,Active,https://find-and-update.company-information.service.gov.uk/company/13457074
20,AAA ROOFING LIMITED,10430913,Active,https://find-and-update.company-information.service.gov.uk/company/10430913
21,AAA ROOFING SERVICES LTD,11985749,Active,https://find-and-update.company-information.service.gov.uk/company/11985749
22,AAA ROYALE LTD,11199777,Active,https://find-and-update.company-information.service.gov.uk/company/11199777
23,AAAR PHARMA LIMITED,10278863,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10278863
24,AAAR PROPERTY DEVELOPMENTS LTD,11091089,Active,https://find-and-update.company-information.service.gov.uk/company/11091089
25,AAARS LTD,12116530,Active,https://find-and-update.company-information.service.gov.uk/company/12116530
26,AA ARTISAN CAFE LIMITED,10352334,Active,https://find-and-update.company-information.service.gov.uk/company/10352334
27,AAARTLY LTD,12688350,Active,https://find-and-update.company-information.service.gov.uk/company/12688350
28,AA ARTS LIMITED,10663655,Active,https://find-and-update.company-information.service.gov.uk/company/10663655
29,AAARUSHI LIMITED,10708742,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10708742
30,AAASAFEHOME LIMITED,11334068,Active,https://find-and-update.company-information.service.gov.uk/company/11334068
31,AAA SAFES LIMITED,2178285,Dissolved,https://find-and-update.company-information.service.gov.uk/company/02178285
32,AAA SAFETY CONSULTANTS LIMITED,8892680,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08892680
33,AAA SAFETY SERVICES LTD,10114566,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10114566
34,AAA SAFETY SOLUTIONS LIMITED,10830032,Dissolved,https://find-and-update.company-information.service.gov.uk/company/10830032
35,AAA SAFETY SUPPLIES LIMITED,5620842,Active,https://find-and-update.company-information.service.gov.uk/company/05620842
36,AAA SAFETY TRAINING LIMITED,8725544,Active,https://find-and-update.company-information.service.gov.uk/company/08725544
37,AAA SALADS LIMITED,9684706,Active,https://find-and-update.company-information.service.gov.uk/company/09684706
38,AAA SAMEDAY LOGISTICS LTD,9706475,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09706475
39,AAA SARDINIA HOLIDAY LETTINGS LTD,11559561,Active,https://find-and-update.company-information.service.gov.uk/company/11559561
0,AAA SATELLITES & AERIALS LIMITED,7392490,Active,https://find-and-update.company-information.service.gov.uk/company/07392490
1,AA ASBESTOS LIMITED,12558027,Active,https://find-and-update.company-information.service.gov.uk/company/12558027
2,A.A.A'S BEST PAL DOOR TO DOOR SERVICE LIMITED,7433907,Dissolved,https://find-and-update.company-information.service.gov.uk/company/07433907
3,A.A.A.S BUILD LIMITED,10833314,Active,https://find-and-update.company-information.service.gov.uk/company/10833314
4,AAAS BUSINESS CONSULTANTS LTD,11924137,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11924137
5,A A A SCAFFOLD LIMITED,3494763,Active,https://find-and-update.company-information.service.gov.uk/company/03494763
6,AAA SCAFFOLDING LTD,9527437,Dissolved,https://find-and-update.company-information.service.gov.uk/company/09527437
7,AAA SCAFFOLDING ( LINCOLN ) LIMITED,6723056,Active,https://find-and-update.company-information.service.gov.uk/company/06723056
8,AAA SCAFFOLDING LONDON LTD,6422432,Active,https://find-and-update.company-information.service.gov.uk/company/06422432
9,A A A SCAFFOLD YORKSHIRE LTD,8837749,Active,https://find-and-update.company-information.service.gov.uk/company/08837749
10,AAA SCHOLES LIMITED,13219864,Active,https://find-and-update.company-information.service.gov.uk/company/13219864
11,AAA SCIENTIFIC LIMITED,9077716,Active,https://find-and-update.company-information.service.gov.uk/company/09077716
12,AAA S CONSULTANTS LTD,12031848,Active,https://find-and-update.company-information.service.gov.uk/company/12031848
13,AAA (SCOTLAND) LTD,SC603905,Active,https://find-and-update.company-information.service.gov.uk/company/SC603905
14,AAA SEAL LTD,13747135,Active,https://find-and-update.company-information.service.gov.uk/company/13747135
15,AAA SECURE LTD,12274574,Dissolved,https://find-and-update.company-information.service.gov.uk/company/12274574
16,AAA SECURE SOLUTIONS LIMITED,8295247,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08295247
17,AAA SECURE SOLUTONS LIMITED,13479716,Active,https://find-and-update.company-information.service.gov.uk/company/13479716
18,AAA SECURITIES LIMITED,4480945,Dissolved,https://find-and-update.company-information.service.gov.uk/company/04480945
19,AAA SECURITY LIMITED,10956746,Active,https://find-and-update.company-information.service.gov.uk/company/10956746
20,AAA SECURITY SERVICES LIMITED,7249791,Dissolved,https://find-and-update.company-information.service.gov.uk/company/07249791
21,AAA SECURITY SERVICES LTD,13760315,Active,https://find-and-update.company-information.service.gov.uk/company/13760315
22,AAA SECURITY SHUTTERS LTD,11705681,Dissolved,https://find-and-update.company-information.service.gov.uk/company/11705681
23,AAA SECURITY SOLUTIONS LIMITED,8496479,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08496479
24,AAA SECURITY SW LTD,12051831,Dissolved,https://find-and-update.company-information.service.gov.uk/company/12051831
25,AAA SECURITY TRAINING LTD,7444783,Dissolved,https://find-and-update.company-information.service.gov.uk/company/07444783
26,AAA SECURITY (UK) LTD,8644861,Dissolved,https://find-and-update.company-information.service.gov.uk/company/08644861
27,AAA SELF DRIVE UK LIMITED,6202385,Active,https://find-and-update.company-information.service.gov.uk/company/06202385
28,AAA SELF STORAGE (SCOTLAND) LIMITED,SC240108,Active,https://find-and-update.company-information.service.gov.uk/company/SC240108
29,A A A SELF STORE LTD,4462053,Dissolved,https://find-and-update.company-information.service.gov.uk/company/04462053
30,AAASELLERS LIMITED,13865702,Active,https://find-and-update.company-information.service.gov.uk/company/13865702
